ID,Timestamp,User ID,User Name,User Email,Action,Entity Type,Entity ID,IP Address,Details
0bc05190-4af1-4779-b37e-c553a905a49b,2026-03-09T14:06:28.297Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T14:06:28.296Z"",""tokenId"":""46c30112-b833-464f-bf7b-091ccf87ceba""}"
78dedb5c-ab15-495a-8f9f-7ca189ed3048,2026-03-09T14:02:49.162Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T14:02:49.160Z"",""tokenId"":""24c12af8-5f44-4ab3-bb4d-72afc2e824cc""}"
64542558-01e9-4500-a64c-77b6d5af2c4c,2026-03-09T14:01:23.416Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T14:01:23.415Z"",""tokenId"":""3d2b60b6-a1c6-42da-bb41-c04d37deab62""}"
93f2be6a-607b-4d0a-93d2-1fd9e2117127,2026-03-09T14:00:20.078Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T14:00:20.077Z"",""tokenId"":""c5476b96-9fc0-47a5-9a7f-a634eeaa18bd""}"
8204561e-2460-49db-92ac-a07ae13b4865,2026-03-09T14:00:12.936Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T14:00:12.935Z"",""tokenId"":""ba480a99-0f35-4805-9409-e03ea003257d""}"
c0b47620-794d-4b3a-aafc-9488de9b8bf9,2026-03-09T14:00:05.735Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T14:00:05.734Z"",""tokenId"":""d22cc5df-fdb4-4288-b96a-6a67a9afaf1c""}"
4b3d275b-16e9-45bd-a86f-13cca1327459,2026-03-09T13:59:47.824Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:59:47.823Z"",""tokenId"":""a7beed80-9d7e-46e9-bef9-bf8c4fc06f6d""}"
4152a735-4528-4e45-ba4f-c2d5347caf91,2026-03-09T13:58:43.530Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:58:43.529Z"",""tokenId"":""a0af1b88-6e42-4824-a845-bc2b73e093e5""}"
d9ebd470-9fd7-4ff5-bb5b-79122d11f700,2026-03-09T13:58:35.032Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:58:35.031Z"",""tokenId"":""8852dec0-6d0c-471f-ac41-81c96d865c36""}"
77dac8da-7f99-42ea-ad08-8a57f6a8cca2,2026-03-09T13:56:38.260Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:56:38.259Z"",""tokenId"":""4b39e1a5-6a1e-4a00-a8b3-d1389a60c5d3""}"
38ac0739-8223-4a2d-ab16-6fc0f7776962,2026-03-09T13:56:27.758Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:56:27.757Z"",""tokenId"":""2ed3a3d5-3ebb-4475-b5e4-6c3010fc6067""}"
77e8bc62-16fa-4b70-ab98-7bcded5e60d0,2026-03-09T13:56:07.853Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:56:07.852Z"",""tokenId"":""928171dd-fc9b-492b-b446-4924d8b1a434""}"
c08d8db1-3d93-4c29-bf31-f20906e4a76f,2026-03-09T13:56:00.059Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:56:00.058Z"",""tokenId"":""8a725fe7-dced-445c-be03-878ceb2984c3""}"
ab4eff6d-387a-4584-be41-faf64dc81c4d,2026-03-09T13:55:51.128Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:55:51.127Z"",""tokenId"":""9d37ca84-eb55-4e99-b838-430cd10ca53b""}"
23a5bca0-0eff-483f-b9b1-5ea9f4ecb630,2026-03-09T13:55:42.773Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:55:42.772Z"",""tokenId"":""ce6f833b-e15e-43c4-a395-9041e773ecf9""}"
21807c46-e182-4dbc-b97a-36a990ab4f20,2026-03-09T13:55:28.439Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:55:28.438Z"",""tokenId"":""d090a00a-af3d-475b-b8fb-0ed2b5a140f6""}"
5dc1496f-0c76-4ca2-a3e1-687cfe0ca644,2026-03-09T13:54:30.623Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:54:30.621Z"",""tokenId"":""cd3704da-1d2f-44a7-b60e-ac039e5f34df""}"
3c0c314d-e8a3-498c-b716-14ca43c50899,2026-03-09T13:39:27.563Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:39:27.561Z"",""tokenId"":""eb244607-b758-4f03-ba96-d3a140bf74b6""}"
b62aa5e2-1cf8-46ec-9df8-09ff2d7324ae,2026-03-09T13:39:16.878Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:39:16.877Z"",""tokenId"":""5a5d4843-6adf-4b35-8aa4-c2f7d8fc3e67""}"
9df8a9ed-c7ac-49d4-bcd8-49e0d2286545,2026-03-09T13:39:00.242Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:39:00.241Z"",""tokenId"":""424b532e-d6ae-4433-91bd-10d9aae184bc""}"
04c02107-3b96-4560-ad06-d0d1e36ec1dd,2026-03-09T13:38:13.302Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:38:13.301Z"",""tokenId"":""0f938415-7a82-4efe-8a01-b88ef1b8b205""}"
af2a55d8-898b-4bb7-8622-af041182a330,2026-03-09T13:38:13.033Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:38:13.032Z"",""tokenId"":""745203b5-61f2-4114-83ae-be59aa5ca064""}"
da972027-5477-486f-92ed-c35ee3a1c99b,2026-03-09T13:38:12.906Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:38:12.905Z"",""tokenId"":""e29cc7f1-519d-46d3-a6e4-71cf227ea416""}"
8585b279-149c-4552-83a6-f378f232ad36,2026-03-09T13:37:58.422Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:37:58.420Z"",""tokenId"":""11a0df47-6fda-400c-91cb-b4f89fdf8aa9""}"
98f3c18e-1975-4836-8602-1161be6326d4,2026-03-09T13:37:50.552Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:37:50.551Z"",""tokenId"":""68fbad42-f39f-41cc-8a63-ead9ba51747d""}"
ecfe15fd-ae2f-43ca-b3b5-a0ba0a600784,2026-03-09T13:37:43.998Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:37:43.997Z"",""tokenId"":""8a8709c5-db9d-43da-adb7-ee458540adde""}"
55c76a12-3526-4219-b31a-f329602efeb6,2026-03-09T13:37:36.636Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:37:36.635Z"",""tokenId"":""86d50b52-2175-4245-913c-4e88c93a73d5""}"
783084e6-db26-46d4-aa37-892af1cde236,2026-03-09T13:37:28.709Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:37:28.708Z"",""tokenId"":""64c69978-3d36-4ceb-b524-9394ccc7013d""}"
f43e3ddc-c89e-496f-a15d-d8ebb7659b93,2026-03-09T13:37:23.030Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:37:23.029Z"",""tokenId"":""a5bc21a4-5f33-42a1-bd84-e358beb239a5""}"
37a9375b-dcc9-45a9-899a-dd3e1bc7be2b,2026-03-09T13:19:55.739Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:19:55.738Z"",""tokenId"":""318c16e6-a38b-425e-bef8-5982b76e0ebd""}"
5b0e1780-cea7-4d87-9dcb-e5fcbc3677c2,2026-03-09T13:18:31.423Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:18:31.422Z"",""tokenId"":""e4fd3771-0f11-4e0c-8db4-17a90d49497f""}"
baf1a5e3-23be-4a8e-adde-8f24338d973e,2026-03-09T13:17:49.047Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:17:49.046Z"",""tokenId"":""c65a05b7-1865-41bb-aa28-4af2869f447d""}"
08d0d761-130a-4305-a6c6-802c8840efca,2026-03-09T13:14:42.724Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:14:42.723Z"",""tokenId"":""9d560613-23e1-4a70-b89f-27a6a64591d9""}"
eca1777e-52fb-460c-867d-6b88ddd64973,2026-03-09T13:14:17.253Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T13:14:17.251Z"",""tokenId"":""04f1e316-d7c3-464e-9ca8-bcd40daa27c5""}"
1ab63871-7989-4ac9-a5c9-78668ab474d0,2026-03-09T12:54:04.083Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:54:04.082Z"",""tokenId"":""71a032fd-14c6-4af2-97a1-8a4e14d71de3""}"
eaf9b7ec-71f0-461e-ab56-4b7ddaefb2d2,2026-03-09T12:53:49.395Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:53:49.394Z"",""tokenId"":""4c33ff37-0c74-40a1-aa7a-863d3bd7421e""}"
4782324d-70e3-4704-9242-846701198f2b,2026-03-09T12:53:28.672Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:53:28.671Z"",""tokenId"":""626393dc-64f3-49e3-a3b7-e5965eed6c62""}"
f96c13b2-d114-43b9-827b-9248d37d7992,2026-03-09T12:44:18.682Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:44:18.681Z"",""tokenId"":""24006624-4f28-4b59-98f7-c4062c376fd7""}"
8a251cba-d4f2-4804-b0dc-d03e8640d91f,2026-03-09T12:35:54.761Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:35:54.759Z"",""tokenId"":""c3b4c3d3-3e06-4911-846c-68f9dd181bd7""}"
7196c4ed-a758-4859-920a-f7043ff2131e,2026-03-09T12:30:22.805Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:30:22.804Z"",""tokenId"":""a217dc52-8a1b-4827-b470-1dd6254f1f32""}"
b20d8230-067b-45f0-8352-558a0542da0f,2026-03-09T12:29:10.359Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:29:10.359Z"",""tokenId"":""80fdf47d-7232-4703-9155-1b1429b93344""}"
eeb0f6bf-2dba-4c3a-a229-20a9cb012520,2026-03-09T12:20:32.463Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,workflow.created,workflow,4ecd5325-17da-4472-a411-01d9798613bb,,"{""name"":""اعتماد تدفق عربي للتحقق"",""steps"":[{""name"":""استلام الطلب"",""order"":0,""approverRole"":""manager""},{""name"":""اعتماد نهائي"",""order"":1,""approverRole"":""admin""}],""status"":""ACTIVE"",""createdAt"":""2026-03-09T12:20:32.429Z"",""createdBy"":""b0000000-0000-0000-0000-000000000001"",""workflowId"":""4ecd5325-17da-4472-a411-01d9798613bb""}"
26827b39-b17a-442d-874e-7654f4d28ae7,2026-03-09T12:19:10.737Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:19:10.737Z"",""tokenId"":""c7271b2c-f581-4b81-a153-6223610eee17""}"
4fbf90f8-39a3-4ac3-a5e3-69afec60306c,2026-03-09T12:09:24.056Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:09:24.055Z"",""tokenId"":""321fd8ba-3243-4a28-80fd-96bf260afb99""}"
9d35c3ab-3875-49e0-8a4e-0070d6175cdb,2026-03-09T12:08:52.650Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:08:52.649Z"",""tokenId"":""c2b1eb59-4014-46c5-b218-b65d133fa367""}"
d4514e91-2158-4d28-a55f-98d9b6972589,2026-03-09T12:08:38.758Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:08:38.758Z"",""tokenId"":""f4cefb43-d96f-49e8-9600-7f7c3472c64b""}"
82e10ae8-a28e-4a25-a53e-8c276658dcc5,2026-03-09T12:08:22.380Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:08:22.379Z"",""tokenId"":""e1a9281d-4413-483c-8f97-3a0b9b89ecf3""}"
f3c2878a-cb3a-4710-a7ee-6af2ae9cbb80,2026-03-09T12:07:42.517Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:07:42.516Z"",""tokenId"":""eb0e8bdd-4247-4dab-9930-7af9d5691687""}"
78864ea9-ff86-4ed7-8bc2-06db0cdc0410,2026-03-09T12:06:54.684Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:06:54.683Z"",""tokenId"":""ece504b9-0903-4fda-8077-3d94a9bd7642""}"
ca809aab-54df-4344-9ca2-b40799612120,2026-03-09T12:05:59.671Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:05:59.670Z"",""tokenId"":""ffc05cc5-1c35-411d-870a-9938ed814e91""}"
efeadab4-a863-428a-b0f4-ddcf8712e819,2026-03-09T12:05:02.965Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:05:02.964Z"",""tokenId"":""18d379ec-fb9e-4a4d-8366-7644026b8d78""}"
90bc5742-9ec2-4ddc-a63b-24338ff82fc1,2026-03-09T12:03:54.469Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T12:03:54.468Z"",""tokenId"":""3b711a8c-6142-4611-827e-7327cbcd5558""}"
a30794f9-720b-4cf1-b996-6b74e626e3f4,2026-03-09T11:51:40.442Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:51:40.441Z"",""tokenId"":""6e7744ee-56cc-4223-abb5-114d55f57346""}"
0aaee896-6427-4099-9ff9-353cdcb9ed1a,2026-03-09T11:49:23.163Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:49:23.162Z"",""tokenId"":""9cbf3a17-f1c5-4d93-83b3-aa6cdf17366a""}"
28781c97-eacc-4255-bc44-9f271156a7ea,2026-03-09T11:49:23.141Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:49:23.140Z"",""tokenId"":""4f6f3453-d01f-46a9-88e3-a0ae355e67d8""}"
10eec0d6-26d3-4e66-a340-2fab08d9072d,2026-03-09T11:49:10.491Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:49:10.490Z"",""tokenId"":""bf96e68b-96c9-443a-ba00-5ed2ed33661e""}"
2b2a865c-7247-4846-b354-88bca4cdfb40,2026-03-09T11:48:01.432Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:48:01.431Z"",""tokenId"":""c897664c-e6de-44c3-a93a-39d717685140""}"
7fee1279-c618-462b-8d58-82215093eeb0,2026-03-09T11:48:01.118Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:48:01.117Z"",""tokenId"":""fb71d510-c6de-4836-bfc2-f85f3502d55c""}"
676d4bd5-4340-402d-b543-38fdbcbf81f1,2026-03-09T11:48:00.961Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:48:00.960Z"",""tokenId"":""437eb1d9-2b18-41db-be68-68e9d0e988db""}"
65f08c2b-b57b-4da0-9e63-477cbcfb8bd8,2026-03-09T11:46:00.784Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:46:00.782Z"",""tokenId"":""9829796c-03b9-4474-876f-d7200483fac9""}"
39dbbb0c-3c9a-47ee-8868-2f0215341c2d,2026-03-09T11:37:26.318Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:37:26.317Z"",""tokenId"":""2fe753b2-770a-45d8-af60-46f4ef666694""}"
efdacd4c-e324-4ef7-be75-72ea160aa679,2026-03-09T11:37:25.938Z,b0000000-0000-0000-0000-000000000001,Admin User,admin@rasid.demo,user.login,user,b0000000-0000-0000-0000-000000000001,,"{""email"":""admin@rasid.demo"",""loginAt"":""2026-03-09T11:37:25.937Z"",""tokenId"":""5e97d805-157d-43bc-a8e8-5a421762016d""}"
